https://download.microsoft.com/download/8/4/A/84A35BF1-DAFE-4AE8-82AF-AD2AE20B6B14/directx_Jun2010_redist.exe,dvd\directx_Jun2010_redist.exe
https://download.microsoft.com/download/3/E/6/3E6FB425-96EC-413F-8356-6BCF0AD8AFAC/EIE11_ZH-CN_MCM_WIN764.EXE,dvd\EIE11_ZH-CN_MCM_WIN764.EXE
https://download.microsoft.com/download/5/E/A/5EA5BC30-C922-42B5-BF61-D087C7D93A4D/EIE11_ZH-CN_MCM_WIN7.EXE,dvd\EIE11_ZH-CN_MCM_WIN7.EXE
http://download.windowsupdate.com/c/msdownload/update/software/secu/2016/09/ie11-windows6.1-kb3185319-x64_fc0fd52e6ce28c212c2ce5b3dd13cf5fbcb95ca5.msu,dvd\ie11-windows6.1-kb3185319-x64_fc0fd52e6ce28c212c2ce5b3dd13cf5fbcb95ca5.msu
http://download.windowsupdate.com/c/msdownload/update/software/secu/2016/09/ie11-windows6.1-kb3185319-x86_cd4081249bd098b0244fef6e9dfb8ee5674f1fcd.msu,dvd\ie11-windows6.1-kb3185319-x86_cd4081249bd098b0244fef6e9dfb8ee5674f1fcd.msu
http://download.windowsupdate.com/c/msdownload/update/software/secu/2019/12/ie11-windows6.1-kb4534251-x64_91ee2d40871aba94d4c13eaaa623c7f4b6577e46.msu,dvd\ie11-windows6.1-kb4534251-x64_91ee2d40871aba94d4c13eaaa623c7f4b6577e46.msu
http://download.windowsupdate.com/c/msdownload/update/software/secu/2019/12/ie11-windows6.1-kb4534251-x86_6841cf7fda1f2b47d237fa66837c155ffa45c688.msu,dvd\ie11-windows6.1-kb4534251-x86_6841cf7fda1f2b47d237fa66837c155ffa45c688.msu
http://download.windowsupdate.com/c/msdownload/update/software/secu/2020/01/ndp48-kb4532941-x64_3220ceb5d24711680ceb3dfef6d7847305185ea2.exe,dvd\ndp48-kb4532941-x64_3220ceb5d24711680ceb3dfef6d7847305185ea2.exe
http://download.windowsupdate.com/c/msdownload/update/software/secu/2020/01/ndp48-kb4532941-x86_19370dea90744c58926b12d239c99134d068a13d.exe,dvd\ndp48-kb4532941-x86_19370dea90744c58926b12d239c99134d068a13d.exe
https://download.visualstudio.microsoft.com/download/pr/c2ad65ab-bab3-4d24-ada4-aaf2ff0c1266/da0b04eeb40d81b63dcb74711ebbe8d9/ndp48-x86-x64-allos-chs.exe,dvd\ndp48-x86-x64-allos-chs.exe
https://download.visualstudio.microsoft.com/download/pr/2d6bb6b2-226a-4baa-bdec-798822606ff1/8494001c276a4b96804cde7829c04d7f/ndp48-x86-x64-allos-enu.exe,dvd\ndp48-x86-x64-allos-enu.exe
https://download.microsoft.com/download/4/A/2/4A22001F-FA3B-4C13-BF4E-42EC249D51C4/vcredist_x86.EXE,dvd\vcredist2005_x86.exe,XXX: vcredist language
https://download.microsoft.com/download/4/A/2/4A22001F-FA3B-4C13-BF4E-42EC249D51C4/vcredist_x64.EXE,dvd\vcredist2005_x64.exe,XXX: vcredist language
https://download.microsoft.com/download/5/D/8/5D8C65CB-C849-4025-8E95-C3966CAFD8AE/vcredist_x86.exe,dvd\vcredist2008_x86.exe,XXX: vcredist language
https://download.microsoft.com/download/5/D/8/5D8C65CB-C849-4025-8E95-C3966CAFD8AE/vcredist_x64.exe,dvd\vcredist2008_x64.exe,XXX: vcredist language
https://download.microsoft.com/download/1/6/5/165255E7-1014-4D0A-B094-B6A430A6BFFC/vcredist_x86.exe,dvd\vcredist2010_x86.exe,XXX: vcredist language
https://download.microsoft.com/download/1/6/5/165255E7-1014-4D0A-B094-B6A430A6BFFC/vcredist_x64.exe,dvd\vcredist2010_x64.exe,XXX: vcredist language
https://download.microsoft.com/download/9/C/D/9CD480DC-0301-41B0-AAAB-FE9AC1F60237/VSU4/vcredist_x86.exe,dvd\vcredist2012_x86.exe,XXX: vcredist language
https://download.microsoft.com/download/9/C/D/9CD480DC-0301-41B0-AAAB-FE9AC1F60237/VSU4/vcredist_x64.exe,dvd\vcredist2012_x64.exe,XXX: vcredist language
https://aka.ms/highdpimfc2013x86chs,dvd\vcredist2013_x86.exe,XXX: vcredist language
https://aka.ms/highdpimfc2013x64chs,dvd\vcredist2013_x64.exe,XXX: vcredist language
https://aka.ms/vs/17/release/vc_redist.x86.exe,dvd\vc_redist.x86.exe
https://aka.ms/vs/17/release/vc_redist.x64.exe,dvd\vc_redist.x64.exe
http://download.windowsupdate.com/msdownload/update/software/crup/2011/05/windows6.1-kb2533552-x64_0ba5ac38d4e1c9588a1e53ad390d23c1e4ecd04d.msu,dvd\windows6.1-kb2533552-x64_0ba5ac38d4e1c9588a1e53ad390d23c1e4ecd04d.msu
http://download.windowsupdate.com/msdownload/update/software/crup/2011/05/windows6.1-kb2533552-x86_f2061d1c40b34f88efbe55adf6803d278aa67064.msu,dvd\windows6.1-kb2533552-x86_f2061d1c40b34f88efbe55adf6803d278aa67064.msu
http://download.windowsupdate.com/msdownload/update/software/updt/2011/06/windows6.1-kb2545698-x64_51753a436cc6358b6e3e15db9b43ffc97d523fc9.msu,dvd\windows6.1-kb2545698-x64_51753a436cc6358b6e3e15db9b43ffc97d523fc9.msu
http://download.windowsupdate.com/msdownload/update/software/updt/2011/06/windows6.1-kb2545698-x86_e9b32b4a60c2fb2f074aa91038318173c0aadacf.msu,dvd\windows6.1-kb2545698-x86_e9b32b4a60c2fb2f074aa91038318173c0aadacf.msu
http://download.windowsupdate.com/msdownload/update/software/updt/2011/06/windows6.1-kb2547666-x64_28b78926b1b1a04a9867050ecb5e81857ebd5d66.msu,dvd\windows6.1-kb2547666-x64_28b78926b1b1a04a9867050ecb5e81857ebd5d66.msu
http://download.windowsupdate.com/msdownload/update/software/updt/2011/06/windows6.1-kb2547666-x86_347580aa20811f8f196c0634da421c53498e7ab8.msu,dvd\windows6.1-kb2547666-x86_347580aa20811f8f196c0634da421c53498e7ab8.msu
